city,date,no2,o3,pm10,pm25
München,2024-09-06,42.7,60.5,25.3,16.9
München,2024-09-07,18.1,56.0,21.5,13.4
München,2024-09-08,14.4,59.9,5.45,3.59
München,2024-09-09,27.6,54.2,11.3,7.24
München,2024-09-10,14.0,59.0,5.78,2.81
München,2024-09-11,28.1,38.6,5.07,1.23
München,2024-09-12,25.4,36.6,12.7,7.42
München,2024-09-13,27.0,44.4,8.21,6.09
München,2024-09-14,18.7,51.0,10.2,5.21
München,2024-09-15,28.8,40.0,9.71,8.1
München,2024-09-16,18.4,37.6,7.92,7.28
München,2024-09-17,19.9,57.1,33.8,17.7
München,2024-09-18,25.8,63.9,27.1,17.2
München,2024-09-19,32.4,44.8,24.4,14.8
München,2024-09-20,35.8,36.4,26.5,15.9
München,2024-09-21,29.1,31.0,24.7,16.3
München,2024-09-22,30.5,29.4,22.3,13.7
München,2024-09-23,23.8,62.0,9.35,4.84
München,2024-09-24,24.4,54.8,9.9,5.31
München,2024-09-25,27.8,34.2,12.2,5.99
München,2024-09-26,23.1,47.6,6.91,2.85
München,2024-09-27,25.9,43.4,10.9,7.76
München,2024-09-28,19.3,48.7,7.95,3.11
München,2024-09-29,29.4,27.0,13.4,6.01
München,2024-09-30,31.4,33.8,17.0,7.92
München,2024-10-01,34.9,26.0,13.0,8.46
München,2024-10-02,23.8,18.2,14.8,9.32
München,2024-10-03,22.3,27.7,9.3,6.94
München,2024-10-04,25.8,27.6,10.9,7.55
München,2024-10-05,21.8,23.7,12.1,8.3
München,2024-10-06,26.7,21.3,13.9,5.78
München,2024-10-07,27.5,18.7,19.9,10.3
München,2024-10-08,20.8,41.9,8.49,2.71
München,2024-10-09,28.2,39.1,10.8,4.85
München,2024-10-10,23.3,36.2,8.2,3.27
München,2024-10-11,17.8,18.0,12.9,5.41
München,2024-10-12,17.5,47.7,7.95,3.62
München,2024-10-13,26.2,19.5,20.0,8.59
München,2024-10-14,22.2,19.2,25.5,16.7
München,2024-10-15,21.4,15.9,16.0,7.96
München,2024-10-16,29.9,10.5,25.9,11.7
München,2024-10-17,28.0,4.6,33.5,18.6
München,2024-10-18,21.8,16.7,20.4,12.8
München,2024-10-19,17.1,19.3,24.7,16.2
München,2024-10-20,16.9,11.1,18.4,8.82
München,2024-10-21,28.6,3.27,21.9,11.0
München,2024-10-22,21.9,16.3,15.9,9.44
München,2024-10-23,17.5,15.6,12.6,5.99
München,2024-10-24,17.6,11.7,16.7,9.43
München,2024-10-25,15.4,12.3,19.7,13.6
München,2024-10-26,16.7,12.7,16.6,11.4
München,2024-10-27,21.9,3.09,20.0,12.9
München,2024-10-28,26.3,3.6,27.8,16.4
München,2024-10-29,27.3,11.5,31.0,21.2
München,2024-10-30,21.7,18.5,24.8,18.0
München,2024-10-31,22.1,15.3,19.1,11.9
München,2024-11-01,20.8,22.5,22.0,15.3
München,2024-11-02,16.7,17.9,21.1,15.2
München,2024-11-03,19.0,14.7,21.4,15.7
München,2024-11-04,23.7,2.61,23.2,16.3
München,2024-11-05,27.3,4.42,26.4,16.7
München,2024-11-06,23.9,9.8,14.6,9.72
München,2024-11-07,19.8,10.2,12.3,8.15
München,2024-11-08,23.5,4.15,16.1,12.6
München,2024-11-09,27.1,8.46,16.1,12.6
München,2024-11-10,26.8,15.2,27.4,23.7
München,2024-11-11,22.3,13.1,34.3,29.4
München,2024-11-12,23.2,20.5,30.8,24.3
München,2024-11-13,23.2,19.0,15.9,10.8
München,2024-11-14,25.8,15.8,15.1,8.1
München,2024-11-16,22.6,12.3,21.5,16.3
München,2024-11-17,22.8,45.1,10.6,4.83
München,2024-11-18,15.4,54.8,6.85,2.03
München,2024-11-19,26.1,44.0,8.51,6.14
München,2024-11-20,26.7,45.5,15.3,4.18
München,2024-11-21,24.9,43.8,14.7,8.62
München,2024-11-22,21.9,49.0,11.5,4.46
München,2024-11-23,33.9,29.9,25.3,10.5
München,2024-11-24,49.8,10.0,40.6,16.2
München,2024-11-25,34.1,31.5,24.3,8.49
München,2024-11-26,29.6,14.6,19.8,9.12
München,2024-11-27,23.8,46.2,10.5,3.84
München,2024-11-28,27.7,29.0,24.8,9.11
München,2024-11-29,27.0,17.0,20.1,13.0
München,2024-11-30,30.7,3.85,24.7,18.7
München,2024-12-01,37.2,1.38,20.1,12.4
München,2024-12-02,26.7,33.0,12.4,5.54
München,2024-12-03,17.4,37.5,11.8,6.76
München,2024-12-04,28.8,26.5,13.0,7.15
München,2024-12-05,22.0,47.9,9.14,3.73
München,2024-12-06,26.3,36.7,11.1,5.67
München,2024-12-07,22.2,41.0,9.99,6.03
München,2024-12-08,17.8,24.0,13.4,11.3
München,2024-12-09,17.7,10.2,14.0,11.5
München,2024-12-10,18.9,11.7,17.0,11.9
München,2024-12-11,20.6,26.9,21.4,16.7
München,2024-12-12,20.6,23.9,20.4,15.5
München,2024-12-13,24.7,28.6,15.6,10.6
München,2024-12-14,16.2,42.3,9.62,6.87
München,2024-12-15,24.3,49.2,9.26,3.65
München,2024-12-16,32.9,21.3,21.4,11.8
München,2024-12-17,44.6,14.6,17.5,8.65
München,2024-12-18,36.1,29.3,17.9,7.29
München,2024-12-19,25.8,41.2,10.3,6.16
München,2024-12-20,15.9,55.6,8.91,4.27
München,2024-12-21,13.0,66.7,4.72,3.11
München,2024-12-22,27.5,44.9,9.42,6.2
München,2024-12-23,22.0,41.5,14.6,8.69
München,2024-12-24,22.2,33.7,12.8,7.32
München,2024-12-25,23.0,19.8,20.6,15.6
München,2024-12-26,31.2,7.6,25.3,21.1
München,2024-12-27,41.8,2.11,33.5,28.8
München,2024-12-28,38.3,6.22,26.7,23.0
München,2024-12-29,35.3,4.05,25.4,21.4
München,2024-12-30,37.7,1.47,36.1,30.1
München,2024-12-31,37.5,33.7,128.0,106.0
München,2025-01-01,18.3,60.1,12.4,7.58
München,2025-01-02,24.5,43.8,9.74,8.28
München,2025-01-03,22.8,41.4,10.9,7.59
München,2025-01-04,25.6,35.8,13.8,9.71
München,2025-01-05,42.2,20.6,15.8,10.5
München,2025-01-06,17.5,59.3,7.16,2.8
München,2025-01-07,28.6,36.5,8.66,4.9
München,2025-01-08,23.7,43.1,9.0,2.82
München,2025-01-09,28.9,43.1,14.5,6.58
München,2025-01-10,26.9,31.5,19.9,11.7
München,2025-01-11,22.5,35.4,18.9,14.0
München,2025-01-12,25.3,34.7,14.2,9.19
München,2025-01-13,37.8,18.0,28.8,18.5
München,2025-01-14,44.1,8.79,28.9,19.3
München,2025-01-15,27.2,17.3,17.4,15.1
München,2025-01-16,20.0,29.4,15.5,12.8
München,2025-01-17,20.3,25.6,22.1,19.3
München,2025-01-18,33.7,8.01,31.8,25.8
München,2025-01-19,42.4,2.17,40.6,26.9
München,2025-01-20,41.2,2.19,52.3,39.0
München,2025-01-21,37.0,2.18,29.1,20.5
München,2025-01-22,38.9,17.8,16.9,12.3
München,2025-01-23,38.3,26.4,22.5,7.83
München,2025-01-24,46.1,22.9,32.0,10.2
München,2025-01-25,26.4,50.4,17.8,5.9
München,2025-01-26,37.3,27.7,23.1,7.56
München,2025-01-27,24.7,53.2,6.05,2.74
München,2025-01-28,28.7,46.4,15.4,5.21
München,2025-01-29,46.0,13.2,25.2,9.84
München,2025-01-30,25.0,44.8,12.5,5.74
München,2025-01-31,23.1,41.7,17.3,8.61
München,2025-02-01,20.4,30.7,20.7,14.4
München,2025-02-02,23.5,22.2,19.9,14.6
München,2025-02-03,27.5,19.4,21.7,16.4
München,2025-02-04,37.0,10.3,28.9,19.6
München,2025-02-05,23.3,28.5,28.4,21.6
München,2025-02-06,23.3,37.9,21.9,15.5
München,2025-02-07,37.0,22.0,38.4,28.0
München,2025-02-08,39.2,14.6,56.6,45.7
München,2025-02-09,38.6,9.08,61.9,51.1
München,2025-02-10,34.8,13.0,40.3,31.1
München,2025-02-11,34.9,14.3,27.0,19.9
München,2025-02-12,25.0,38.7,11.6,6.31
München,2025-02-13,25.6,40.1,26.0,20.9
München,2025-02-14,21.4,41.2,28.4,22.7
München,2025-02-15,18.1,48.4,15.5,12.4
München,2025-02-16,24.3,49.7,25.6,16.0
München,2025-02-17,24.3,53.7,34.6,22.4
München,2025-02-18,27.3,48.3,30.7,19.9
München,2025-02-19,50.6,13.7,48.5,27.2
München,2025-02-20,37.7,25.9,34.1,17.5
München,2025-02-21,43.1,13.3,54.0,33.8
München,2025-02-22,32.3,34.7,28.0,14.7
München,2025-02-23,35.8,29.4,26.0,8.74
München,2025-02-24,33.6,41.6,26.5,8.24
München,2025-02-25,24.6,53.0,12.8,3.04
München,2025-02-26,24.0,39.4,12.1,5.35
München,2025-02-27,29.6,46.7,22.1,8.8
München,2025-02-28,23.4,44.1,15.5,8.34
München,2025-03-01,17.9,49.1,15.0,9.45
München,2025-03-02,32.1,37.1,24.3,13.0
München,2025-03-03,44.3,41.0,33.9,17.5
München,2025-03-04,46.9,25.3,31.7,17.9
München,2025-03-05,53.1,30.1,35.6,16.4
München,2025-03-06,51.1,32.9,36.8,19.1
München,2025-03-07,42.8,44.8,26.7,14.1
München,2025-03-08,43.7,37.7,28.2,13.7
München,2025-03-09,44.8,34.7,34.4,14.2
München,2025-03-10,29.0,46.5,17.0,7.85
München,2025-03-11,39.9,21.8,29.5,16.8
München,2025-03-12,27.0,40.4,13.4,9.64
München,2025-03-13,25.3,45.0,13.6,7.59
München,2025-03-14,15.6,44.9,15.2,11.7
München,2025-03-15,16.1,41.4,11.7,9.75
München,2025-03-16,20.5,54.4,14.5,9.98
München,2025-03-17,16.6,65.8,11.0,5.68
München,2025-03-18,35.3,38.2,25.0,14.6
München,2025-03-19,37.5,39.2,20.8,11.9
München,2025-03-20,31.9,45.9,19.5,10.4
München,2025-03-21,24.7,56.2,29.4,17.8
München,2025-03-22,22.8,51.4,19.0,11.5
München,2025-03-23,28.6,42.4,16.3,7.31
München,2025-03-24,27.2,44.3,21.1,12.5
München,2025-03-25,26.4,56.3,30.7,19.3
München,2025-03-26,23.5,39.8,15.6,10.0
München,2025-03-27,27.4,40.9,25.6,15.7
München,2025-03-28,27.2,39.0,29.9,23.4
München,2025-03-29,18.1,60.0,16.0,11.7
München,2025-03-30,19.7,55.3,13.6,7.5
München,2025-03-31,19.1,48.9,13.9,8.73
München,2025-04-01,16.0,64.6,18.4,12.3
München,2025-04-02,21.7,71.2,17.5,11.9
München,2025-04-03,32.1,58.4,19.6,11.1
München,2025-04-04,31.3,58.0,24.1,14.6
München,2025-04-05,13.1,73.4,6.88,3.19
München,2025-04-06,18.6,69.1,10.8,4.16
München,2025-04-07,25.5,60.9,16.0,5.9
München,2025-04-08,31.7,57.7,26.2,10.8
München,2025-04-09,28.5,64.2,27.1,14.6
München,2025-04-10,34.1,58.1,31.4,17.1
München,2025-04-11,30.8,59.6,24.7,12.3
München,2025-04-12,26.5,65.4,23.6,13.0
München,2025-04-13,32.8,54.7,30.3,15.7
München,2025-04-14,30.2,54.2,21.0,10.4
München,2025-04-15,27.6,52.4,23.3,10.1
München,2025-04-16,17.9,43.2,25.9,14.6
München,2025-04-17,13.0,46.8,6.53,3.3
München,2025-04-18,18.9,55.0,10.9,5.69
München,2025-04-19,15.5,66.9,14.2,7.34
München,2025-04-20,14.0,75.3,8.4,5.16
München,2025-04-21,15.8,62.5,7.69,3.39
München,2025-04-22,16.6,76.6,19.1,8.65
München,2025-04-23,17.2,24.4,10.5,4.11
München,2025-04-24,17.9,-1.0,13.9,7.18
München,2025-04-25,15.7,-1.0,13.8,8.42
München,2025-04-26,17.6,-1.0,12.9,8.49
München,2025-04-27,31.9,-1.0,22.0,14.4
München,2025-04-28,33.9,-1.0,22.8,12.4
München,2025-04-29,37.8,-1.0,21.6,12.1
München,2025-04-30,24.3,-1.0,20.0,10.6
München,2025-05-01,30.9,-1.0,22.3,13.3
München,2025-05-03,12.5,-1.0,12.5,6.58
München,2025-05-04,19.8,-1.0,7.33,4.0
München,2025-05-05,15.6,-1.0,9.92,5.26
München,2025-05-06,19.8,-1.0,16.7,11.3
München,2025-05-07,20.9,-1.0,21.9,14.5
München,2025-05-08,18.2,-1.0,17.8,11.7
München,2025-05-09,22.1,-1.0,15.1,8.95
München,2025-05-10,22.9,-1.0,15.5,9.52
München,2025-05-11,18.8,-1.0,13.8,8.23
München,2025-05-12,22.4,-1.0,16.1,10.5
München,2025-05-13,31.9,-1.0,21.5,11.3
München,2025-05-14,21.9,-1.0,21.5,11.7
München,2025-05-15,24.7,-1.0,16.5,7.67
München,2025-05-16,19.1,-1.0,17.3,9.62
München,2025-05-17,14.5,-1.0,15.5,10.4
München,2025-05-18,26.5,-1.0,17.5,11.1
München,2025-05-19,25.2,-1.0,16.4,9.15
München,2025-05-20,24.5,-1.0,21.4,13.4
München,2025-05-21,24.5,-1.0,21.9,12.2
München,2025-05-22,22.1,-1.0,16.8,8.31
München,2025-05-23,21.5,-1.0,15.4,9.16
München,2025-05-24,13.0,-1.0,14.9,8.65
München,2025-05-25,16.4,-1.0,14.0,8.38
München,2025-05-26,24.2,-1.0,16.7,8.51
München,2025-05-27,19.8,-1.0,14.5,7.19
München,2025-05-28,15.4,-1.0,13.8,8.34
München,2025-05-29,23.1,-1.0,15.8,9.06
München,2025-05-30,24.8,-1.0,17.0,10.8
München,2025-05-31,18.7,-1.0,17.8,10.7
München,2025-06-01,19.3,-1.0,18.4,8.97
München,2025-06-02,17.5,-1.0,14.6,6.33
München,2025-06-03,19.7,-1.0,15.4,7.8
München,2025-06-04,14.8,-1.0,8.56,4.88
München,2025-06-05,14.6,-1.0,11.8,5.75
München,2025-06-06,12.1,-1.0,9.06,5.49
München,2025-06-07,11.8,-1.0,18.7,10.4
München,2025-06-08,11.5,-1.0,15.0,10.6
München,2025-06-09,25.5,-1.0,45.3,34.9
München,2025-06-10,20.2,-1.0,22.1,17.2
München,2025-06-11,19.9,-1.0,18.6,11.7
München,2025-06-12,25.0,-1.0,21.7,14.1
München,2025-06-13,22.9,-1.0,19.5,12.7
München,2025-06-14,15.4,-1.0,24.8,14.0
München,2025-06-15,15.2,-1.0,16.1,8.47
München,2025-06-16,16.7,-1.0,22.0,9.4
München,2025-06-17,26.3,-1.0,19.4,12.1
München,2025-06-18,21.3,-1.0,24.7,17.7
München,2025-06-19,18.3,-1.0,14.2,9.22
München,2025-06-20,19.8,-1.0,15.8,9.99
München,2025-06-21,19.4,-1.0,18.2,12.5
München,2025-06-22,23.1,-1.0,29.1,17.0
München,2025-06-23,18.6,-1.0,24.3,9.55
München,2025-06-24,25.3,-1.0,24.1,10.6
München,2025-06-25,23.5,-1.0,27.4,11.9
München,2025-06-26,19.8,-1.0,17.4,8.98
München,2025-06-27,17.0,-1.0,13.3,8.9
München,2025-06-28,18.4,-1.0,15.6,10.9
München,2025-06-29,28.6,-1.0,20.5,13.4
München,2025-06-30,22.7,-1.0,18.0,10.7
München,2025-07-01,25.0,-1.0,20.2,12.0
München,2025-07-02,23.6,-1.0,22.7,12.5
München,2025-07-03,20.8,-1.0,18.3,12.2
München,2025-07-04,18.5,-1.0,21.0,12.6
München,2025-07-05,17.0,-1.0,14.3,8.1
München,2025-07-06,13.1,-1.0,10.9,5.98
München,2025-07-07,15.8,-1.0,7.17,4.34
München,2025-07-08,20.9,-1.0,16.1,7.56
München,2025-07-09,25.0,-1.0,18.0,8.71
München,2025-07-10,22.3,-1.0,18.8,10.5
München,2025-07-11,15.6,-1.0,12.1,7.98
München,2025-07-12,16.1,-1.0,14.1,9.41
München,2025-07-13,19.1,-1.0,12.6,7.96
München,2025-07-14,17.5,-1.0,15.1,7.94
München,2025-07-15,16.5,-1.0,15.9,9.14
München,2025-07-16,22.0,-1.0,12.3,6.87
München,2025-07-17,24.0,-1.0,14.7,8.88
München,2025-07-18,22.1,-1.0,18.6,12.4
München,2025-07-19,12.6,-1.0,12.3,6.91
München,2025-07-20,15.0,-1.0,7.36,5.71
München,2025-07-21,14.9,-1.0,11.9,6.17
München,2025-07-22,20.7,-1.0,12.4,6.82
München,2025-07-23,29.2,-1.0,15.0,9.23
München,2025-07-24,24.5,22.8,21.0,12.7
München,2025-07-25,25.4,16.6,17.0,10.9
München,2025-07-26,13.5,-1.0,8.82,6.37
München,2025-07-27,18.9,28.2,11.2,5.9
München,2025-07-28,20.4,46.4,13.1,8.23
München,2025-07-29,22.6,38.5,13.9,8.48
München,2025-07-30,20.5,45.3,10.9,7.49
München,2025-07-31,17.7,43.6,10.3,6.53
München,2025-08-01,19.6,39.6,10.2,6.49
München,2025-08-02,11.9,52.6,7.4,8.94
München,2025-08-03,18.3,32.3,12.3,12.6
München,2025-08-04,19.4,36.9,17.0,9.55
München,2025-08-05,22.2,56.8,11.9,6.13
München,2025-08-06,29.3,57.3,21.1,11.0
München,2025-08-07,34.6,63.5,23.4,13.6
München,2025-08-08,29.2,71.7,27.7,15.8
München,2025-08-09,17.0,89.0,28.9,16.7
München,2025-08-10,20.5,86.3,23.6,13.9
München,2025-08-11,22.9,86.0,26.1,15.0
München,2025-08-12,31.4,65.8,33.8,16.9
München,2025-08-13,28.8,78.5,36.3,15.8
München,2025-08-14,26.1,83.7,34.9,17.9
München,2025-08-15,20.8,95.4,23.2,12.3
München,2025-08-16,16.6,66.8,25.9,17.5
München,2025-08-17,20.0,66.3,12.8,6.7
München,2025-08-18,24.2,69.2,16.4,8.24
München,2025-08-19,22.3,61.8,24.1,13.5
München,2025-08-20,23.9,39.8,19.7,13.7
München,2025-08-21,21.1,55.4,14.7,9.68
München,2025-08-22,18.8,63.3,13.0,7.74
München,2025-08-23,14.9,71.8,10.4,6.34
München,2025-08-24,23.7,57.2,16.7,8.69
München,2025-08-25,24.6,60.3,18.5,10.1
München,2025-08-26,19.3,78.2,23.1,14.1
München,2025-08-27,19.4,49.3,15.5,10.1
München,2025-08-28,18.0,54.6,6.85,4.01
München,2025-08-29,17.3,45.4,8.18,4.82
München,2025-08-30,11.3,43.7,6.35,3.89
München,2025-08-31,20.4,41.5,12.5,7.91
München,2025-09-01,20.0,41.8,8.52,4.13
München,2025-09-02,16.4,37.4,10.6,4.39
