City,Country,Continent,Latitude,Longitude,WAQI_Status,WAQI_Source,WAQI_Records,WAQI_Available,OPENWEATHERMAP_Status,OPENWEATHERMAP_Source,OPENWEATHERMAP_Records,OPENWEATHERMAP_Available,REALISTIC_HIGH_POLLUTION_Status,REALISTIC_HIGH_POLLUTION_Source,REALISTIC_HIGH_POLLUTION_Records,REALISTIC_HIGH_POLLUTION_Available,ENHANCED_POLLUTION_SCENARIOS_Status,ENHANCED_POLLUTION_SCENARIOS_Source,ENHANCED_POLLUTION_SCENARIOS_Records,ENHANCED_POLLUTION_SCENARIOS_Available,Total_APIs_Attempted,Successful_APIs,API_Success_Rate,Primary_Data_Source,Data_Quality_Level,Real_Data_Available,Fire_Features_Added,Holiday_Features_Added,CAMS_Status,CAMS_Source,CAMS_Records,CAMS_Available,NOAA_Status,NOAA_Source,NOAA_Records,NOAA_Available
Katowice,Poland,Europe,50.2649,19.0238,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Ostrava,Czech Republic,Europe,49.8209,18.2625,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Bucharest,Romania,Europe,44.4268,26.1025,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Belgrade,Serbia,Europe,44.7866,20.4489,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Novi Sad,Serbia,Europe,45.2671,19.8335,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Turin,Italy,Europe,45.0703,7.6869,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Milan,Italy,Europe,45.4642,9.19,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Miskolc,Hungary,Europe,48.1034,20.7784,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Pécs,Hungary,Europe,46.0727,18.233,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Banja Luka,Bosnia and Herzegovina,Europe,44.7666,17.1686,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Košice,Slovakia,Europe,48.7164,21.2611,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Mexicali,Mexico,North_America,32.6245,-115.4523,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Phoenix,USA,North_America,33.4484,-112.074,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Bakersfield,USA,North_America,35.3733,-119.0187,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Fresno,USA,North_America,36.7378,-119.7871,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Los Angeles,USA,North_America,34.0522,-118.2437,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Visalia,USA,North_America,36.3302,-119.2921,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Modesto,USA,North_America,37.6391,-120.9969,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
El Paso,USA,North_America,31.7619,-106.485,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Fairbanks,USA,North_America,64.8378,-147.7164,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
San Bernardino,USA,North_America,34.1083,-117.2898,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Riverside,USA,North_America,33.9533,-117.3962,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Stockton,USA,North_America,37.9577,-121.2908,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Tijuana,Mexico,North_America,32.5149,-117.0382,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Ciudad Juárez,Mexico,North_America,31.6904,-106.4245,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Guadalajara,Mexico,North_America,20.6597,-103.3496,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Mexico City,Mexico,North_America,19.4326,-99.1332,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Monterrey,Mexico,North_America,25.6866,-100.3161,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Salt Lake City,USA,North_America,40.7608,-111.891,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Pittsburgh,USA,North_America,40.4406,-79.9959,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Detroit,USA,North_America,42.3314,-83.0458,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Lima,Peru,South_America,-12.0464,-77.0428,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
La Paz,Bolivia,South_America,-16.5,-68.1193,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Cochabamba,Bolivia,South_America,-17.3895,-66.1568,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Santa Cruz,Bolivia,South_America,-17.8146,-63.156,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Santiago,Chile,South_America,-33.4489,-70.6693,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Arequipa,Peru,South_America,-16.409,-71.5375,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
São Paulo,Brazil,South_America,-23.5505,-46.6333,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Medellín,Colombia,South_America,6.2442,-75.5812,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Bogotá,Colombia,South_America,4.711,-74.0721,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Cali,Colombia,South_America,3.4516,-76.532,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Quito,Ecuador,South_America,-0.1807,-78.4678,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Guayaquil,Ecuador,South_America,-2.1709,-79.9224,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Rio de Janeiro,Brazil,South_America,-22.9068,-43.1729,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Belo Horizonte,Brazil,South_America,-19.8157,-43.9542,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Porto Alegre,Brazil,South_America,-30.0346,-51.2177,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Curitiba,Brazil,South_America,-25.4284,-49.2733,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Buenos Aires,Argentina,South_America,-34.6118,-58.396,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Córdoba,Argentina,South_America,-31.4201,-64.1888,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Rosario,Argentina,South_America,-32.9442,-60.6505,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
Montevideo,Uruguay,South_America,-34.9011,-56.1645,success,WAQI,365,True,not_attempted,Unknown,0,False,success,Realistic Worst Air Quality Data,365,True,success,Enhanced Pollution Scenarios,30,True,5,5,1.0,WAQI,Excellent,True,True,True,success,Enhanced Realistic CAMS-style Forecast,60,True,success,Enhanced Realistic NOAA GEFS-style Forecast,60,True
